B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
5.99900E-1	6.08619E-1	1.00000E-3	3.82236E-3	3.82236E+0	9.90120E+1	1.00087E+2	7.10172E+3
3.99900E-1	4.07427E-1	1.00000E-3	2.93841E-3	2.93841E+0	9.90360E+1	1.00117E+2	7.16375E+3
1.99900E-1	2.06433E-1	1.00000E-3	2.07129E-3	2.07129E+0	9.90580E+1	1.00103E+2	7.22567E+3
0.00000E+0	5.45934E-4	1.00000E-3	1.22612E-3	1.22612E+0	9.90670E+1	1.00145E+2	7.29875E+3
-1.99900E-1	-1.94784E-1	1.00000E-3	3.95166E-4	3.95166E-1	9.90770E+1	1.00148E+2	7.35967E+3
-3.99900E-1	-3.99134E-1	1.00000E-3	-4.37882E-4	-4.37882E-1	9.90750E+1	1.00187E+2	7.42070E+3
-5.99900E-1	-6.02812E-1	1.00000E-3	-1.26950E-3	-1.26950E+0	9.90740E+1	1.00165E+2	7.48173E+3
5.99900E-1	6.05116E-1	1.00000E-3	3.82110E-3	3.82110E+0	9.90540E+1	1.00198E+2	7.61169E+3
