B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
5.99900E-1	6.07063E-1	1.00000E-3	4.40137E-3	4.40137E+0	7.42030E+1	7.52570E+1	8.26687E+4
3.99900E-1	4.04286E-1	1.00000E-3	4.21226E-3	4.21227E+0	7.42000E+1	7.52710E+1	8.27297E+4
1.99900E-1	2.01772E-1	1.00000E-3	4.06657E-3	4.06657E+0	7.41810E+1	7.52890E+1	8.27897E+4
0.00000E+0	4.11710E-4	1.00000E-3	3.99826E-3	3.99826E+0	7.41500E+1	7.52930E+1	8.28617E+4
-1.99900E-1	-2.00574E-1	1.00000E-3	4.03275E-3	4.03275E+0	7.41140E+1	7.52840E+1	8.29247E+4
-3.99900E-1	-4.02573E-1	1.00000E-3	4.14177E-3	4.14177E+0	7.40760E+1	7.52670E+1	8.29857E+4
-5.99900E-1	-6.05352E-1	1.00000E-3	4.29740E-3	4.29740E+0	7.40440E+1	7.52450E+1	8.30467E+4
5.99900E-1	6.07145E-1	1.00000E-3	4.40700E-3	4.40700E+0	7.39850E+1	7.51920E+1	8.31767E+4
