B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
5.99900E-1	6.08469E-1	1.00000E-3	3.60373E-3	3.60373E+0	1.18809E+2	1.20033E+2	1.28458E+4
3.99900E-1	4.04914E-1	1.00000E-3	3.54047E-3	3.54047E+0	1.18849E+2	1.20012E+2	1.29067E+4
1.99900E-1	2.02105E-1	1.00000E-3	3.50110E-3	3.50110E+0	1.18904E+2	1.20000E+2	1.29677E+4
0.00000E+0	4.25605E-4	1.00000E-3	3.47974E-3	3.47974E+0	1.18976E+2	1.20009E+2	1.30427E+4
-1.99900E-1	-2.00955E-1	1.00000E-3	3.48361E-3	3.48360E+0	1.19023E+2	1.20015E+2	1.31039E+4
-3.99900E-1	-4.03600E-1	1.00000E-3	3.51069E-3	3.51069E+0	1.19057E+2	1.20042E+2	1.31679E+4
-5.99900E-1	-6.06822E-1	1.00000E-3	3.56142E-3	3.56142E+0	1.19075E+2	1.20069E+2	1.32327E+4
5.99900E-1	6.08426E-1	1.00000E-3	3.60255E-3	3.60255E+0	1.19061E+2	1.20109E+2	1.33628E+4
