B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
5.99900E-1	6.09139E-1	1.00000E-3	3.41749E-3	3.41749E+0	1.08830E+2	1.10026E+2	9.96467E+3
3.99900E-1	4.05459E-1	1.00000E-3	3.35179E-3	3.35178E+0	1.08866E+2	1.10008E+2	1.00267E+4
1.99900E-1	2.02504E-1	1.00000E-3	3.30249E-3	3.30249E+0	1.08916E+2	1.10004E+2	1.00887E+4
0.00000E+0	2.90208E-4	1.00000E-3	3.28449E-3	3.28449E+0	1.08980E+2	1.10015E+2	1.01627E+4
-1.99900E-1	-2.01291E-1	1.00000E-3	3.29046E-3	3.29046E+0	1.09020E+2	1.10023E+2	1.02247E+4
-3.99900E-1	-4.04216E-1	1.00000E-3	3.32251E-3	3.32251E+0	1.09051E+2	1.10045E+2	1.02877E+4
-5.99900E-1	-6.07351E-1	1.00000E-3	3.37433E-3	3.37433E+0	1.09064E+2	1.10073E+2	1.03487E+4
5.99900E-1	6.08765E-1	1.00000E-3	3.41807E-3	3.41808E+0	1.09054E+2	1.10115E+2	1.04797E+4
