B_digital_(T)	B_analog_(T)	I_s	V_s	R_s	T_VTI_(K)	T_sample_(K)	Time
5.99900E-1	6.08932E-1	1.00000E-3	3.48975E-3	3.48975E+0	1.08817E+2	1.10045E+2	9.93276E+3
3.99900E-1	4.08023E-1	1.00000E-3	2.72626E-3	2.72626E+0	1.08845E+2	1.10007E+2	9.99668E+3
1.99900E-1	2.06890E-1	1.00000E-3	1.98128E-3	1.98128E+0	1.08889E+2	1.10018E+2	1.00567E+4
0.00000E+0	5.91562E-4	1.00000E-3	1.25203E-3	1.25203E+0	1.08945E+2	1.10004E+2	1.01317E+4
-1.99900E-1	-1.98085E-1	1.00000E-3	5.38088E-4	5.38088E-1	1.09000E+2	1.10014E+2	1.01947E+4
-3.99900E-1	-4.02395E-1	1.00000E-3	-1.79800E-4	-1.79800E-1	1.09039E+2	1.10036E+2	1.02578E+4
-5.99900E-1	-6.03750E-1	1.00000E-3	-8.93394E-4	-8.93394E-1	1.09060E+2	1.10065E+2	1.03177E+4
5.99900E-1	6.05468E-1	1.00000E-3	3.48672E-3	3.48672E+0	1.09062E+2	1.10100E+2	1.04488E+4
